Date,macd,signal,histogram
2017-07-10,0.0,0.0,0.0
2017-07-11,-24.011396011395846,-4.80227920227917,-19.209116809116676
2017-07-12,-74.61848523956724,-18.765520409736784,-55.852964829830455
2017-07-13,-91.00160659793983,-33.212737647377395,-57.78886895056243
2017-07-14,-117.23907653287097,-50.018005424476115,-67.22107110839485
2017-07-17,-112.36827290316796,-62.488058920214485,-49.88021398295348
2017-07-18,-59.24877407188251,-61.84020195054809,2.591427878665584
2017-07-19,7.055662608716375,-48.0610290386952,55.11669164741158
2017-07-20,58.92317667347379,-26.664187896261407,85.5873645697352
2017-07-21,146.91142072223374,8.050933827437625,138.8604868947961
2017-07-24,230.20806297442687,52.48235965683548,177.72570331759138
2017-07-25,268.8341153033616,95.75271078614071,173.0814045172209
